,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
1203,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.4792,2.1238,3.9746,5.0857,3698.291
1204,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9379,2.0775,3.9945,4.9269,3698.3174
1205,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.8506,2.1023,4.0026,5.0427,3698.4354
1206,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9585,2.1577,3.9672,5.0385,3699.2264
1207,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9776,2.0867,3.9972,4.8661,3697.5449
1208,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.2343,2.1232,4.0029,4.8157,3699.5641
1209,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2554,2.0759,3.9763,5.0162,3699.6023
1210,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2555,2.1246,3.9965,5.0396,3698.4734
1211,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9788,2.1343,3.9712,4.8182,3699.3863
1212,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.4415,2.1242,3.9924,5.0059,3699.3591
1213,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.7091,2.1582,3.9667,4.9544,3699.4549
1214,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.0121,2.105,3.9626,4.8721,3699.4974
1215,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.3527,2.0995,3.9952,4.9697,3699.9385
1216,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2527,2.133,3.9916,4.8918,3697.2536
1217,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.1815,2.1012,3.9748,5.0066,3699.9895
1218,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.3109,2.0896,3.9996,4.753,3698.0047
1219,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.3069,2.0855,4.0141,4.7754,3699.2163
1220,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2866,2.0519,3.9053,5.1051,3707.9143
1221,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.4326,2.0241,3.939,5.1051,3723.8284
1222,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.6566,2.014,3.9168,5.1051,3710.2903
1223,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.3517,2.0108,3.9169,5.1051,3722.5383
1224,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.0945,1.9859,3.9068,5.1051,3715.2246
1225,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.1792,2.0369,3.915,5.1051,3706.7562
1226,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.0507,2.0045,3.9177,5.1051,3714.2986
1227,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.1348,2.0674,3.8974,5.1051,3717.9978
1228,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.3509,2.0213,3.9282,5.1051,3725.457
1229,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.4827,2.0669,3.8736,5.1051,3708.9816
1230,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.511,2.0102,3.8772,5.1051,3706.3198
1231,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.6046,1.9968,3.9261,5.1051,3701.5752
1232,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.3433,2,3.9426,5.1051,3720.519
1233,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2819,2.0387,3.8793,5.1051,3703.7127
1234,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.4944,2.0429,3.8675,5.1051,3717.1107
1235,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.5356,2.0115,3.9046,5.1051,3698.7484
1236,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2101,2.0546,3.947,5.1051,3707.682
1237,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.6039,2.0611,3.9446,5.1051,3699.0277
1238,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.5706,2.0502,3.9254,5.1051,3708.8893
1239,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.2781,2.0474,3.9056,5.1051,3699.4395
1240,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.2156,2.1436,3.8784,5.1051,3732.768
1241,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9629,2.0194,3.8897,5.1051,3737.2083
1242,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.8009,1.9877,4.0199,5.1051,3732.1368
1243,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0115,2.0038,4.0208,5.1051,3733.0792
1244,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1892,2.0246,3.9914,5.1051,3735.0486
1245,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.945,2.1558,3.9319,5.1051,3737.9768
1246,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.7929,2.053,3.9379,5.1051,3733.8714
1247,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9918,2.1432,3.914,5.1051,3733.9123
1248,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1133,1.9882,3.9748,5.1051,3738.4877
1249,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.187,2.0345,3.8664,5.1051,3739.1827
1250,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.8159,2.0528,3.9586,5.1051,3738.0011
1251,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9412,2.0482,4.0195,5.1051,3740.1392
1252,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.8818,2.0043,3.9553,5.1051,3734.3926
1253,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0879,2.1056,3.9762,5.1051,3735.2812
1254,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0295,2.1001,3.8895,5.1051,3739.8748
1255,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9428,2.0872,4.0074,5.1051,3733.7266
1256,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.3548,2.1086,4.0103,5.1051,3738.4359
1257,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.7796,2.0363,4.0214,5.1051,3732.706
1258,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.028,2.0084,3.9941,5.1051,3736.5037
1259,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1433,2.0407,4.0196,5.1051,3736.0536
1260,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9609,2.16,3.9503,5.4695,3735.8608
1261,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9164,2.1367,3.9945,5.6632,3731.5369
1262,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9689,2.1229,4.0247,5.2438,3736.0836
1263,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1228,2.1387,3.9696,5.6781,3733.8289
1264,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9115,2.0804,4.0212,5.5356,3742.1502
1265,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0656,2.1667,4.0289,5.4901,3733.745
1266,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.2478,2.0993,4.0043,5.6926,3734.847
1267,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,25.9932,2.0767,3.9927,5.9774,3733.0083
1268,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.3258,2.106,4.0189,5.9684,3733.7885
1269,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0468,2.0808,4.0121,5.9108,3730.436
1270,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0833,2.1129,4.0191,5.2584,3730.5706
1271,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.285,2.0974,3.9665,5.7342,3738.3856
1272,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1137,2.1083,4.0323,5.2848,3741.5257
1273,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.012,2.1428,4.0178,5.5783,3739.0301
1274,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.2669,2.1105,3.9824,5.1502,3733.4009
1275,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.086,2.1051,4.0337,5.9666,3739.919
1276,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0656,2.1517,3.979,5.6515,3731.0322
1277,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.1702,2.1377,3.9976,6.0468,3730.6456
1278,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0402,2.0781,4.0334,5.8523,3731.7078
1279,CPO 30R RS BRA,CEMEX,No_additions,Rounded,25,40,26.0862,2.157,4.0028,5.5067,3737.2427
1280,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.5472,2.1325,,4.4134,2990.9248
1281,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5468,2.1334,,4.7102,2991.4608
1282,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.6873,2.146,,4.632,2990.9636
1283,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.6319,2.0985,,4.6515,2991.6183
1284,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.9875,2.1575,,4.6271,3001.153
1285,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.5655,2.0246,,4.4348,2997.6173
1286,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.9192,2.0623,,4.6999,2997.7984
1287,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.627,2.1378,,4.707,3004.6243
1288,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.931,2.0277,,4.3995,3004.2905
1289,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0273,2.1376,,4.5884,3003.3571
1290,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0179,2.0338,,4.4923,2997.8405
1291,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5665,2.054,,4.4172,2992.9984
1292,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.2039,2.0644,,4.4882,2991.2821
1293,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.7721,2.0083,,4.6109,2990.2514
1294,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.5558,2.04,,4.3467,3003.1135
1295,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.2382,2.1269,,4.6736,2991.6436
1296,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.4763,1.9887,,4.4647,3007.3054
1297,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.2959,2.0481,,4.5284,3000.5262
1298,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0524,2.118,,4.6673,2993.0129
1299,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.2424,2.0587,,4.5389,2990.9526
1300,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.0607,,4.6359,3123.7087
1301,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.167,,4.5293,3130.9132
1302,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.0687,,4.4292,3074.3329
1303,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.0696,,4.5039,3029.5852
1304,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1266,,4.5587,3156.4669
1305,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1232,,4.4212,3164.6222
1306,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.0936,,4.556,3114.343
1307,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.086,,4.5999,3180.532
1308,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1675,,4.405,3114.3231
1309,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.0588,,4.6192,3167.2657
1310,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1671,,4.3252,3047.7906
1311,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1469,,4.4453,3151.457
1312,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1557,,4.4878,3107.1269
1313,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1059,,4.6955,3143.467
1314,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1214,,4.6513,3096.1744
1315,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1211,,4.5064,3135.8058
1316,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1055,,4.3575,3105.0811
1317,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.114,,4.6638,3146.9819
1318,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.1265,,4.5845,3126.5634
1319,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.9614,2.114,,4.6787,3006.1513
1320,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5811,2.0555,,4.1834,3279.0638
1321,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0334,2.0414,,4.2799,3246.123
1322,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.6188,2.0608,,4.0748,3233.5983
1323,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.2908,2.0583,,3.9335,3227.1044
1324,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0156,2.0446,,4.0654,3274.3793
1325,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.1952,2.0607,,4.0358,3253.0643
1326,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5401,2.0526,,4.2033,3235.1972
1327,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.133,2.0428,,4.1313,3237.7196
1328,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0849,2.0547,,4.3174,3280.6054
1329,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.5711,2.059,,4.1307,3245.2506
1330,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.4329,2.0437,,3.9598,3281.1395
1331,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.4425,2.0543,,4.0347,3234.9247
1332,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.7874,2.0404,,4.1074,3248.6156
1333,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.8168,2.0549,,3.9574,3233.5282
1334,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.9797,2.0461,,3.9407,3219.5317
1335,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.6552,2.0596,,4.3033,3236.1323
1336,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.1976,2.0518,,4.0277,3286.8498
1337,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.132,2.0594,,3.9964,3239.859
1338,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.8095,2.0605,,4.2732,3277.3165
1339,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.4916,2.0422,,4.0781,3231.3732
1340,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5281,2.0631,,3.9699,3125.0927
1341,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.6616,2.0631,,4.1905,3097.4247
1342,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.7566,2.0631,,4.1341,3228.0694
1343,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.9277,2.0631,,4.2562,3024.1447
1344,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.6448,2.0631,,4.0063,3187.4476
1345,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.236,2.0631,,4.0814,3047.3759
1346,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.8154,2.0631,,4.1948,3278.1249
1347,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.6659,2.0631,,4.291,3095.6603
1348,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.7833,2.0631,,4.0733,3275.756
1349,CPC 40R ,Apasco,No_additions,Crushed,35,40,33.7757,2.0631,,4.2731,3025.9733
1350,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.0794,2.0631,,3.9885,3280.0471
1351,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.6801,2.0631,,4.1457,3262.2277
1352,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5476,2.0631,,4.3006,3090.7131
1353,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.3869,2.0631,,3.9414,3088.2024
1354,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.7543,2.0631,,4.0895,2996.5441
1355,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.7232,2.0631,,4.133,3272.3446
1356,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.1858,2.0631,,3.9879,3105.7212
1357,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.1666,2.0631,,3.9897,3126.4941
1358,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5023,2.0631,,4.294,3203.6109
1359,CPC 40R ,Apasco,No_additions,Crushed,35,40,34.5986,2.0631,,4.182,3284.4932
1360,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.1881,2.2562,5.2459,7.1435,3162.3671
1361,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.9722,2.2514,5.3285,7.0981,3187.7828
1362,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.2599,2.2563,5.3292,7.1142,3170.5714
1363,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.8647,2.259,5.4177,7.0871,3188.3139
1364,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.8221,2.2611,5.3588,7.1313,3143.8871
1365,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.7868,2.2536,5.3283,7.1133,3152.0882
1366,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.7504,2.2522,5.2607,7.1338,3151.8485
1367,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.0003,2.2519,5.3512,7.1409,3142.0332
1368,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.1215,2.2626,5.288,7.1342,3187.8703
1369,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.2101,2.2624,5.4081,7.0735,3191.9374
1370,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.9989,2.252,5.2135,7.141,3170.5277
1371,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.9586,2.2563,5.3014,7.1104,3177.9118
1372,CPC 40R ,Apasco,No_additions,Crushed,35,60,34.8667,2.2574,5.4087,7.1093,3152.6498
1373,CPC 40R ,Apasco,No_additions,Crushed,35,60,35.2193,2.2561,5.2736,7.1088,3168.6012
