,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
2416,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8607,,,5.6005,3533.9806
2417,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8853,,,6.8716,3533.8466
2418,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8802,,,5.899,3535.9799
2419,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8925,,,5.5695,3534.3765
2420,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1888,,,5.816,3535.3126
2421,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.007,,,5.9136,3535.2462
2422,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0185,,,5.3274,3535.3485
2423,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1695,,,5.3612,3534.5843
2424,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0192,,,5.6979,3534.0932
2425,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.9605,,,5.5148,3529.6015
2426,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0676,,,5.3414,3530.9173
2427,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1687,,,5.5764,3532.27
2428,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0319,,,5.4016,3533.3557
2429,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1221,,,6.3538,3534.7017
2430,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1024,,,6.0622,3533.8469
2431,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.051,,,6.3141,3532.1731
2432,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0577,,,5.9072,3536.9299
2433,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1956,,,5.3246,3536.7662
2434,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.9447,,,6.0165,3532.7808
2435,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0016,,,6.8448,3531.6352
2436,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.05,,,5.675,3530.8597
2437,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0907,,,6.6841,3531.9128
2438,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1748,,,6.5807,3531.1982
2439,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0564,,,6.3492,3534.3266
2440,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8126,,,6.0718,3559.2211
2441,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.5319,,,6.6517,3541.9379
2442,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7849,,,6.175,3549.7346
2443,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.4277,,,7.5202,3557.757
2444,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7861,,,7.5257,3560.2271
2445,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7574,,,6.2833,3552.3025
2446,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7671,,,6.1893,3539.2103
2447,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0016,,,6.7492,3570.6745
2448,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.1324,,,5.775,3550.7904
2449,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.149,,,7.1696,3543.5211
2450,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.4027,,,7.0182,3570.3332
2451,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.9983,,,5.9097,3570.2262
2452,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.427,,,5.8789,3539.1944
2453,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.5632,,,7.2041,3552.9869
2454,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.4168,,,5.9097,3550.3673
2455,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3576,,,5.601,3570.9825
2456,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,36.0832,,,6.9502,3539.4231
2457,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8522,,,7.2043,3565.7314
2458,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3189,,,7.5237,3544.1293
2459,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.6241,,,6.6781,3552.8787
2460,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7688,,,6.6896,3560.8658
2461,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.5527,,,6.218,3552.2064
2462,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3086,,,6.7901,3570.0387
2463,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.6261,,,7.5097,3565.3005
2464,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.4217,,,7.5294,3566.0261
2465,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.5763,,,6.3832,3550.5405
2466,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.6794,,,6.3372,3552.0748
2467,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.618,,,6.2457,3557.7804
2468,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.6081,,,6.2785,3547.3451
2469,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.5273,,,7.0581,3568.8985
2470,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.4286,,,6.353,3557.0433
2471,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.525,,,6.7764,3567.5071
2472,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3065,,,7.3335,3567.2564
2473,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.6188,,,6.1787,3546.4429
2474,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.8009,,,6.3228,3545.2882
2475,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.351,,,7.5725,3562.8911
2476,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3198,,,6.9958,3543.8991
2477,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.7635,,,6.407,3559.7727
2478,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.43,,,6.6688,3545.4795
2479,CPC 30R RS,CEMEX,No_additions,Volcanic,30,90,35.3059,,,7.0004,3555.888
2480,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.2558,,,2.8333,2900.3338
2481,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,20.8874,,,2.8601,2976.1258
2482,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.3876,,,2.8488,2687.8034
2483,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,20.7959,,,2.8252,2775.8144
2484,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.3177,,,2.8259,2780.9701
2485,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.8064,,,2.8454,2743.2835
2486,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.7897,,,2.8596,2840.5762
2487,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.9571,,,2.8483,3018.9155
2488,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.9172,,,2.8609,3079.9833
2489,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.4817,,,2.8472,2721.3046
2490,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,20.8859,,,2.8446,3117.1003
2491,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.128,,,2.8387,2940.9003
2492,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.0929,,,2.8488,2789.9811
2493,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.9222,,,2.8316,2729.2145
2494,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.342,,,2.8238,2818.035
2495,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,20.7735,,,2.8276,2801.4793
2496,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5747,,,2.8578,2785.7685
2497,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,20.6662,,,2.8449,3114.4183
2498,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.2974,,,2.8617,3114.7629
2499,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.298,,,2.8244,2863.7033
2500,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5536,,,2.8533,2614.1945
2501,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.7794,,,2.8293,2503.7437
2502,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.1593,,,2.8349,2560.5444
2503,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.1296,,,2.8648,2646.7232
2504,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.3727,,,2.8507,2534.079
2505,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.6927,,,2.8486,2623.9495
2506,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.399,,,2.8289,2513.2811
2507,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.384,,,2.8528,2599.6165
2508,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.554,,,2.8472,2611.3273
2509,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.1894,,,2.8463,2666.3169
2510,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.6115,,,2.854,2563.7463
2511,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.8671,,,2.8333,2592.1472
2512,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.113,,,2.8601,2592.6868
2513,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.4631,,,2.8452,2631.3675
2514,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.7451,,,2.8498,2523.0065
2515,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.1648,,,2.8477,2570.6746
2516,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.2316,,,2.8642,2580.0087
2517,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.2476,,,2.8287,2634.1539
2518,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.934,,,2.8546,2631.4958
2519,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.3578,,,2.8635,2622.6559
2520,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.2701,,,2.8756,3243.6063
2521,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8147,,,2.882,2537.532
2522,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.1267,,,2.8714,2648.0118
2523,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.895,,,2.8726,3080.226
2524,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8966,,,2.885,2636.9466
2525,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.134,,,2.8758,3381.9847
2526,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.3145,,,2.8712,3140.1927
2527,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.4313,,,2.8683,2566.3044
2528,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5033,,,2.8755,2998.5133
2529,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.7574,,,2.8756,2831.5127
2530,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.1413,,,2.884,3221.9102
2531,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.6083,,,2.8857,2771.5901
2532,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,23.0126,,,2.8738,3371.4873
2533,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.7663,,,2.886,3097.7189
2534,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.3656,,,2.8684,3299.8392
2535,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.7666,,,2.8684,2826.3661
2536,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.5098,,,2.8853,2571.6614
2537,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.6658,,,2.8806,3122.2636
2538,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5378,,,2.8799,2728.7279
2539,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,21.6364,,,2.8761,3180.4425
2540,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.3724,,,2.8826,3033.2792
2541,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5739,,,2.867,3349.7448
2542,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.9847,,,2.886,2966.4629
2543,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,23.0696,,,2.8643,3349.8117
2544,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.4864,,,2.8627,3273.7645
2545,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.7522,,,2.8825,3284.1836
2546,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.6754,,,2.8835,3230.3309
2547,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.7408,,,2.8856,3360.6033
2548,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8862,,,2.8802,3118.5066
2549,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.6011,,,2.8634,3205.0009
2550,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.2285,,,2.8784,3334.1343
2551,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8453,,,2.8632,3083.7571
2552,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.2676,,,2.8689,3078.5764
2553,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5464,,,2.8717,3191.8853
2554,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.5586,,,2.8622,3261.2865
2555,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8808,,,2.873,3073.1472
2556,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.8584,,,2.8607,3363.8908
2557,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.3299,,,2.8749,3256.0335
2558,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.7637,,,2.8779,2996.7279
2559,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,14,22.4008,,,2.8838,3144.4169
2560,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1976,,,4.073,3492.7695
2561,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1884,,,4.0756,3491.4038
2562,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.187,,,4.0631,3489.5254
2563,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1982,,,4.0339,3492.9484
2564,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1908,,,4.0439,3491.3366
2565,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1841,,,4.0409,3492.3818
2566,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1977,,,4.0464,3489.5846
2567,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1622,,,4.0448,3490.184
2568,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1706,,,4.0534,3491.4597
2569,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1993,,,4.0815,3490.0582
2570,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1907,,,4.0501,3488.1403
2571,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1788,,,4.0325,3488.8399
2572,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1871,,,4.0792,3489.0531
2573,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1765,,,4.0589,3488.985
2574,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.175,,,4.0446,3491.4394
2575,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1684,,,4.0579,3487.845
2576,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1752,,,4.0822,3489.2677
2577,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.161,,,4.0676,3489.7176
2578,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1787,,,4.0812,3491.522
2579,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1732,,,4.0424,3488.936
2580,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7344,,,4.0621,3486.786
2581,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.9349,,,4.0634,3474.6748
2582,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7961,,,4.0505,3478.5623
2583,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.0052,,,4.0695,3478.0037
2584,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.9794,,,4.0472,3474.8746
2585,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.8057,,,4.0835,3476.7115
2586,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.727,,,4.0609,3474.7127
2587,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.9499,,,4.0629,3489.5412
2588,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7584,,,4.0763,3486.9362
2589,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.8473,,,4.0819,3474.6098
2590,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.9292,,,4.0783,3493.1706
2591,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7377,,,4.0836,3484.4383
2592,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.8065,,,4.0605,3487.9521
2593,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7421,,,4.0623,3483.0832
2594,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.8915,,,4.0606,3489.994
2595,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.0188,,,4.0752,3483.1704
2596,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.9725,,,4.0517,3484.8838
2597,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7649,,,4.0726,3483.1752
2598,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1927,,,4.0814,3478.0949
2599,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,25.1251,,,4.0737,3482.6137
2600,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5933,,,4.1414,3471.9756
2601,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5737,,,4.0818,3467.6039
2602,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7064,,,4.0606,3468.7019
2603,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5421,,,4.1132,3466.3917
2604,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4784,,,4.1139,3471.2261
2605,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6927,,,4.1423,3470.7971
2606,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6026,,,4.0848,3465.8098
2607,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6459,,,4.1239,3470.3521
2608,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4522,,,4.0973,3467.155
2609,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5556,,,4.1468,3466.2174
2610,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6531,,,4.1414,3466.7017
2611,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6864,,,4.0627,3466.6861
2612,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5731,,,4.1365,3469.6372
2613,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4954,,,4.135,3469.174
2614,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4929,,,4.0957,3466.4425
2615,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4939,,,4.139,3470.4128
2616,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6669,,,4.1354,3466.6447
2617,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5733,,,4.0764,3468.8276
2618,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4825,,,4.0503,3471.8471
2619,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6896,,,4.0515,3466.915
2620,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7449,,,4.1415,3473.3942
2621,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7599,,,4.1,3475.3483
2622,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5236,,,4.1186,3477.8501
2623,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4748,,,4.1012,3467.8953
2624,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6124,,,4.1266,3474.526
2625,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7375,,,4.1058,3469.9183
2626,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6108,,,4.1341,3465.8018
2627,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5915,,,4.1513,3476.9117
2628,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6223,,,4.1468,3470.6562
2629,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4916,,,4.1344,3471.8618
2630,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.494,,,4.1439,3470.2678
2631,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7497,,,4.1289,3465.3419
2632,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6571,,,4.1052,3475.8564
2633,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5401,,,4.1283,3468.1607
2634,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.7478,,,4.12,3474.9535
2635,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.4683,,,4.1124,3466.0249
2636,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6067,,,4.1021,3475.5774
2637,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.6984,,,4.1032,3472.4245
2638,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5656,,,4.1293,3465.691
2639,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,28,24.5872,,,4.1501,3471.5468
2640,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4003,,,6.6759,3480.0598
2641,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4315,,,6.6759,3479.591
2642,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4216,,,6.6759,3478.6781
2643,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3614,,,6.6759,3481.122
2644,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3792,,,6.6759,3481.787
2645,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3878,,,6.6759,3481.1953
2646,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.429,,,6.6759,3481.4577
2647,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3912,,,6.6759,3480.3103
2648,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3759,,,6.6759,3481.3017
2649,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4063,,,6.6759,3481.1933
2650,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3962,,,6.6759,3481.0344
2651,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4318,,,6.6759,3478.9194
2652,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4349,,,6.6759,3480.0218
2653,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.425,,,6.6759,3478.5084
2654,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4157,,,6.6759,3479.0381
2655,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4186,,,6.6759,3481.0635
2656,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4319,,,6.6759,3479.8835
2657,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3611,,,6.6759,3479.2318
2658,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3841,,,6.6759,3480.6261
2659,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.3559,,,6.6759,3480.7364
2660,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.6886,,,6.4921,3478.2609
